feature_shift,disagreement,entropy_nn,entropy_fuse,confidence_nn,feature_shift_original,feature_shift_robust,outer_subject,meta_subject,seed,benefit
0.2845651818932028,0.2119897626089683,0.2219796998097301,0.5745489878692596,0.9111423813537558,0.3653585016727447,0.2845651818932028,1,15,1388,0.0
0.2845651818932028,0.1977779856760202,0.3355594774310931,0.6182631467089224,0.8548322097364679,0.3653585016727447,0.2845651818932028,1,15,1441,0.0
0.2845651818932028,0.190029141360217,0.290354861198565,0.5870057856268,0.8735566753733794,0.3653585016727447,0.2845651818932028,1,15,1494,0.0
0.2845651818932028,0.1687168491037107,0.3979040159472216,0.6254913782475101,0.807908237083028,0.3653585016727447,0.2845651818932028,1,15,1547,0.25
0.4761500896022694,0.3217713039132726,0.2174804279211972,0.6669617608528623,0.922549903575348,0.5643274784088135,0.4761500896022694,2,1,1335,-0.25
0.4761500896022694,0.3174440161251956,0.1075318713944157,0.645668068119071,0.9593242879666012,0.5643274784088135,0.4761500896022694,2,1,1388,-0.25
0.4761500896022694,0.2976704429091739,0.2234883784648199,0.6575928177416731,0.9142345494004522,0.5643274784088135,0.4761500896022694,2,1,1441,0.0
0.4761500896022694,0.3002053748241655,0.2123192601948175,0.6551414106337653,0.9211172687879564,0.5643274784088135,0.4761500896022694,2,1,1494,-0.25
0.4761500896022694,0.3298611805556093,0.1815656859809813,0.6654613373835354,0.9337179465461836,0.5643274784088135,0.4761500896022694,2,1,1547,-0.25
0.3394199151624729,0.2013731302909853,0.0728280432673851,0.4957731831311959,0.9686306010212816,0.4099660217761993,0.3394199151624729,2,3,1335,0.0
0.3394199151624729,0.1835564104328419,0.051620628475501,0.4680084810187425,0.9787880560808014,0.4099660217761993,0.3394199151624729,2,3,1388,0.0
0.3394199151624729,0.242101999123152,0.1677143807623344,0.564955128758775,0.9294231113634612,0.4099660217761993,0.3394199151624729,2,3,1441,-0.25
0.3394199151624729,0.1947100643894028,0.0727523171221719,0.4853745020792043,0.969192482609498,0.4099660217761993,0.3394199151624729,2,3,1494,0.0
0.3394199151624729,0.2496731399138935,0.0767177390792958,0.5496505920930097,0.967153813546164,0.4099660217761993,0.3394199151624729,2,3,1547,0.0
0.4236755755037152,0.2026023300858679,0.0632700652812828,0.5065368222196662,0.973770385604019,0.7041593194007874,0.4236755755037152,2,4,1335,-0.25
0.4236755755037152,0.2818477039181161,0.2816162601568011,0.6678676833373004,0.873103372152075,0.7041593194007874,0.4236755755037152,2,4,1388,0.0
0.4236755755037152,0.260318468648435,0.0911048557598975,0.5885384019267991,0.9623613687382284,0.7041593194007874,0.4236755755037152,2,4,1441,-0.25
