confidence_nn,covariance_shift,dasf_effective_margin,dasf_used_fusion_seed_diagnostic,direction,disagreement,entropy_fuse,entropy_nn,feature_shift,feature_shift_original,feature_shift_robust,inner_participants,inner_selected_epochs,outer_subject_excluded,protocol,seed,selected_epoch,subject,target_batch_recordings,validation_accuracy_fuse_meta_crossfit,validation_accuracy_nn,validation_gain
0.7072095415171455,1.1417712064673076,0.15,False,stroop,0.17201628674993957,0.6878866635534746,0.5658282214005212,0.45546620977834695,0.7354527115821838,0.45546620977834695,14,1|1|9|3|1|9|14|1|10|9|1|4|2|1,True,loso,1441,2,4,4,0.6964285714285714,0.7321428571428571,-0.0357142857142857
0.7877345142281393,1.1417712064673076,0.15,False,stroop,0.21618238011455315,0.678425373230582,0.45042140251635865,0.45546620977834695,0.7354527115821838,0.45546620977834695,14,1|1|21|6|15|3|32|1|5|5|1|3|2|1,True,loso,1494,3,4,4,0.6964285714285714,0.7321428571428571,-0.0357142857142857
0.8705920288765353,1.1417712064673076,0.15,False,stroop,0.2855132409841733,0.6745517522962354,0.33518262272985555,0.45546620977834695,0.7354527115821838,0.45546620977834695,14,1|1|10|7|1|10|14|32|8|1|1|8|2|2,True,loso,1547,4,4,4,0.7142857142857143,0.7321428571428571,-0.017857142857142794
0.9558416983394912,0.09404702318257223,0.038809404636514444,False,stroop,0.2587433222889145,0.5860252669831418,0.12134981377654494,0.2262293802782068,0.29318708181381226,0.2262293802782068,14,4|1|1|16|19|8|25|11|7|26|5|1|2|1,True,loso,1335,6,5,4,0.6785714285714286,0.7142857142857143,-0.0357142857142857
0.9475391301241788,0.09404702318257223,0.038809404636514444,False,stroop,0.25471044514133917,0.589512807953221,0.1260149524284621,0.2262293802782068,0.29318708181381226,0.2262293802782068,14,4|1|13|25|15|6|47|17|2|24|1|2|1|13,True,loso,1388,9,5,4,0.7142857142857143,0.7678571428571429,-0.0535714285714286
0.8390465668656609,0.09404702318257223,0.038809404636514444,False,stroop,0.20745444817398953,0.6328540331012338,0.35387125899798594,0.2262293802782068,0.29318708181381226,0.2262293802782068,14,2|1|5|2|21|22|14|16|3|1|1|3|2|1,True,loso,1441,2,5,4,0.6964285714285714,0.75,-0.0535714285714286
0.8879584979830366,0.09404702318257223,0.038809404636514444,False,stroop,0.2406916804251665,0.6241025496518635,0.27273322730414395,0.2262293802782068,0.29318708181381226,0.2262293802782068,14,2|1|14|33|10|6|15|1|1|21|2|4|1|2,True,loso,1494,3,5,4,0.6785714285714286,0.7857142857142857,-0.1071428571428571
0.8203864884195906,0.09404702318257223,0.038809404636514444,False,stroop,0.16853670347949584,0.6088779473919884,0.37224671490981454,0.2262293802782068,0.29318708181381226,0.2262293802782068,14,1|1|5|24|3|55|30|1|3|4|1|1|1|2,True,loso,1547,2,5,4,0.6785714285714286,0.75,-0.0714285714285714
0.7925292546559614,0.2424686230696456,0.06849372461392912,False,stroop,0.1926541394107827,0.6660819805529143,0.46178195647489206,0.6161212913258349,832.8359985351562,0.6161212913258349,14,1|1|21|1|7|7|28|6|2|12|2|13|2|3,True,loso,1335,4,6,4,0.7142857142857143,0.75,-0.0357142857142857
0.7827578526327659,0.2424686230696456,0.06849372461392912,False,stroop,0.23183993544680084,0.6727622990357119,0.44574301055983323,0.6161212913258349,832.8359985351562,0.6161212913258349,14,2|1|18|9|16|9|4|41|1|18|1|18|2|1,True,loso,1388,6,6,4,0.6964285714285714,0.7321428571428571,-0.0357142857142857
