dataset,setting,setting_display,comparison_family,method,method_display,metric,higher_is_better,n_participants,participant_macro_mean,participant_standard_deviation,participant_median,ci95_percentile_low,ci95_percentile_high,ci95_width
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,always_nn,Feature-MLP (neural reference),accuracy,True,13,0.51282051282051277,0.29235267310234303,0.66666666666666663,0.35897435897435892,0.66666666666666663,0.30769230769230771
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,always_nn,Feature-MLP (neural reference),balanced_accuracy,True,13,0.48076923076923078,0.27879088753823889,0.5,0.32692307692307693,0.61538461538461542,0.28846153846153849
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,always_nn,Feature-MLP (neural reference),sensitivity,True,13,0.57692307692307687,0.44935851713645852,0.5,0.34615384615384615,0.80769230769230771,0.46153846153846156
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,always_nn,Feature-MLP (neural reference),specificity,True,13,0.38461538461538464,0.50636968354183332,0,0.15384615384615385,0.69230769230769229,0.53846153846153844
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,always_nn,Feature-MLP (neural reference),precision,True,11,0.62121212121212122,0.35032452487268534,0.66666666666666663,0.4242424242424242,0.80303030303030287,0.37878787878787867
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,always_nn,Feature-MLP (neural reference),f1,True,13,0.52564102564102566,0.3815547740286388,0.66666666666666663,0.32307692307692309,0.71538461538461529,0.39230769230769219
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,always_nn,Feature-MLP (neural reference),auroc,True,13,0.57692307692307687,0.44935851713645852,0.5,0.34615384615384615,0.80769230769230771,0.46153846153846156
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,always_nn,Feature-MLP (neural reference),pr_auc,True,13,0.77243589743589736,0.26110485989971127,0.79166666666666663,0.63461538461538458,0.90705128205128183,0.27243589743589725
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,always_nn,Feature-MLP (neural reference),average_precision,True,13,0.83333333333333337,0.1863389981249825,0.83333333333333326,0.73717948717948711,0.92948717948717952,0.1923076923076924
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,always_nn,Feature-MLP (neural reference),log_loss,False,13,1.6405616091144541,1.283417393545834,1.5255662650691619,1.0176510540949883,2.3412089944620109,1.3235579403670226
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,always_nn,Feature-MLP (neural reference),brier_score,False,13,0.37800078415849586,0.23911733831727169,0.33313995905839094,0.26040413240490468,0.50945214377827519,0.24904801137337051
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,cbsf,CB-SF,accuracy,True,13,0.53846153846153844,0.28990616420763465,0.66666666666666663,0.38461538461538464,0.69230769230769229,0.30769230769230765
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,cbsf,CB-SF,balanced_accuracy,True,13,0.48076923076923078,0.25943726083138541,0.5,0.34615384615384615,0.61538461538461542,0.26923076923076927
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,cbsf,CB-SF,sensitivity,True,13,0.65384615384615385,0.47366546671567089,1,0.38461538461538464,0.88461538461538458,0.49999999999999994
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,cbsf,CB-SF,specificity,True,13,0.30769230769230771,0.48038446141526137,0,0.076923076923076927,0.53846153846153844,0.46153846153846151
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,cbsf,CB-SF,precision,True,11,0.60606060606060608,0.32721660573801425,0.66666666666666663,0.39393939393939392,0.78787878787878785,0.39393939393939392
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,cbsf,CB-SF,f1,True,13,0.55897435897435899,0.39397166803423211,0.80000000000000004,0.35897435897435892,0.74358974358974383,0.38461538461538491
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,cbsf,CB-SF,auroc,True,13,0.5,0.40824829046386302,0.5,0.26923076923076922,0.69230769230769229,0.42307692307692307
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,cbsf,CB-SF,pr_auc,True,13,0.74038461538461542,0.24185448051171132,0.79166666666666663,0.61858974358974372,0.862179487179487,0.24358974358974328
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,cbsf,CB-SF,average_precision,True,13,0.80769230769230782,0.17140694816821717,0.83333333333333326,0.71794871794871784,0.89743589743589736,0.17948717948717952
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,cbsf,CB-SF,log_loss,False,13,0.90473934648000054,0.61021820963774265,0.69060383009575743,0.66807815235136658,1.2645093378325658,0.59643118548119922
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,cbsf,CB-SF,brier_score,False,13,0.27420484852052363,0.09024384692148596,0.24876170480151627,0.23324505700316892,0.32512727702728222,0.091882220024113309
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,dasf_clean,DASF,accuracy,True,13,0.5641025641025641,0.25035587206627025,0.66666666666666663,0.43589743589743585,0.69230769230769229,0.25641025641025644
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,dasf_clean,DASF,balanced_accuracy,True,13,0.48076923076923078,0.21557912462564408,0.5,0.36538461538461536,0.59615384615384615,0.23076923076923078
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,dasf_clean,DASF,sensitivity,True,13,0.73076923076923073,0.4385290096535146,1,0.5,0.92307692307692313,0.42307692307692313
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,dasf_clean,DASF,specificity,True,13,0.23076923076923078,0.4385290096535146,0,0,0.46153846153846156,0.46153846153846156
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,dasf_clean,DASF,precision,True,11,0.62121212121212122,0.23677121037112189,0.66666666666666663,0.46969696969696972,0.74242424242424232,0.2727272727272726
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,dasf_clean,DASF,f1,True,13,0.60769230769230764,0.36162028533978952,0.80000000000000004,0.40769230769230769,0.78461538461538471,0.37692307692307703
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,dasf_clean,DASF,auroc,True,13,0.5,0.45643546458763845,0.5,0.26923076923076922,0.73076923076923073,0.46153846153846151
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,dasf_clean,DASF,pr_auc,True,13,0.72756410256410264,0.26875020704954594,0.79166666666666663,0.58012820512820518,0.86217948717948711,0.28205128205128194
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,dasf_clean,DASF,average_precision,True,13,0.80128205128205121,0.19105718778116937,0.83333333333333326,0.69871794871794879,0.89743589743589758,0.19871794871794879
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,dasf_clean,DASF,log_loss,False,13,1.2562991863948745,0.77396491186182792,0.67500953099874639,0.87801669464515819,1.6852385745618856,0.80722187991672745
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,dasf_clean,DASF,brier_score,False,13,0.30377904240964182,0.099448648001104548,0.2407715424164191,0.2551584977484182,0.35920961583046529,0.10405111808204709
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,eeg_conformer,EEG-Conformer,accuracy,True,13,0.66666666666666663,0.13608276348795434,0.66666666666666663,0.58974358974358976,0.7435897435897435,0.15384615384615374
