variant_id,variant,evaluation,evaluation_display,condition,condition_display,participant,split_seed,fold,train_windows,validation_windows,validation_recordings,recording_accuracy,recording_log_loss
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,4,1388,1,329,337,2,0.5,2.2839107892410206
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,4,1388,2,337,329,2,0.5,9.968446732052017
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,4,1441,1,329,337,2,0.5,2.2839107892410206
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,4,1441,2,337,329,2,0.5,9.968446732052017
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,4,1494,1,329,337,2,0.5,2.2839107892410206
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,4,1494,2,337,329,2,0.5,9.968446732052017
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,4,1547,1,340,326,2,0.5,2.312792647186299
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,4,1547,2,326,340,2,0.5,11.178962648832613
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,5,1335,1,385,442,2,0.5,3.5607690458831605
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,5,1335,2,442,385,2,0.5,2.822676199281642
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,5,1388,1,351,476,2,0.5,7.602401072479462
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,5,1388,2,476,351,2,0.5,2.916493319136143
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,5,1441,1,351,476,2,0.5,7.602401072479462
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,5,1441,2,476,351,2,0.5,2.916493319136143
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,5,1494,1,351,476,2,0.5,7.602401072479462
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,5,1494,2,476,351,2,0.5,2.916493319136143
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,5,1547,1,385,442,2,0.5,3.5607690458831605
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,5,1547,2,442,385,2,0.5,2.822676199281642
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,6,1335,1,310,280,2,0.5,1.220665935766654
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,6,1335,2,280,310,2,0.5,3.480595605915083
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,6,1388,1,249,341,2,0.5,3.022509691837398
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,6,1388,2,341,249,2,0.5,4.4619573149800695
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,6,1441,1,249,341,2,0.5,3.022509691837398
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,6,1441,2,341,249,2,0.5,4.4619573149800695
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,6,1494,1,249,341,2,0.5,3.022509691837398
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,6,1494,2,341,249,2,0.5,4.4619573149800695
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,6,1547,1,310,280,2,0.5,1.220665935766654
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,6,1547,2,280,310,2,0.5,3.480595605915083
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,7,1335,1,138,215,2,0.0,5.934956755986696
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,7,1335,2,215,138,2,0.5,3.839294717224806
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,7,1388,1,82,271,2,0.5,5.115815799189877
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,7,1388,2,271,82,2,0.5,3.8594874941682793
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,7,1441,1,82,271,2,0.5,5.115815799189877
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,7,1441,2,271,82,2,0.5,3.8594874941682793
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,7,1494,1,82,271,2,0.5,5.115815799189877
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,7,1494,2,271,82,2,0.5,3.8594874941682793
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,7,1547,1,138,215,2,0.0,5.934956755986696
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,7,1547,2,215,138,2,0.5,3.839294717224806
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,8,1335,1,589,449,2,0.5,0.43981606422231273
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,8,1335,2,449,589,2,0.5,1.8296624207076089
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,8,1388,1,537,501,2,0.0,1.8074867829042311
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,8,1388,2,501,537,2,0.5,2.614033412257907
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,8,1441,1,537,501,2,0.0,1.8074867829042311
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,8,1441,2,501,537,2,0.5,2.614033412257907
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,8,1494,1,537,501,2,0.0,1.8074867829042311
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,8,1494,2,501,537,2,0.5,2.614033412257907
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,8,1547,1,589,449,2,0.5,0.43981606422231273
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,8,1547,2,449,589,2,0.5,1.8296624207076089
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,9,1335,1,547,532,2,1.0,0.09493665966291062
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,9,1335,2,532,547,2,0.5,2.9124139507047264
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,9,1388,1,243,836,2,0.5,1.2823071483105477
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,9,1388,2,836,243,2,0.5,3.334392311270291
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,9,1441,1,243,836,2,0.5,1.2823071483105477
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,9,1441,2,836,243,2,0.5,3.334392311270291
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,9,1494,1,243,836,2,0.5,1.2823071483105477
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,9,1494,2,836,243,2,0.5,3.334392311270291
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,9,1547,1,547,532,2,1.0,0.09493665966291062
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,9,1547,2,532,547,2,0.5,2.9124139507047264
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,10,1335,1,241,297,2,0.5,5.577578194733952
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,10,1335,2,297,241,2,0.5,1.6638923883268473
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,10,1388,1,208,330,2,0.5,0.7866529828175044
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,10,1388,2,330,208,2,0.5,2.052044381078826
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,10,1441,1,208,330,2,0.5,0.7866529828175044
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,10,1441,2,330,208,2,0.5,2.052044381078826
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,10,1494,1,208,330,2,0.5,0.7866529828175044
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,10,1494,2,330,208,2,0.5,2.052044381078826
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,10,1547,1,241,297,2,0.5,5.577578194733952
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,10,1547,2,297,241,2,0.5,1.6638923883268473
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,11,1335,1,366,406,2,0.5,6.952070851261002
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,11,1335,2,406,366,2,0.5,2.8286262836514746
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,11,1388,1,317,455,2,0.5,3.3475311266280707
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,11,1388,2,455,317,2,0.5,2.8574275199879664
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,11,1441,1,317,455,2,0.5,3.3475311266280707
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,11,1441,2,455,317,2,0.5,2.8574275199879664
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,11,1494,1,317,455,2,0.5,3.3475311266280707
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,11,1494,2,455,317,2,0.5,2.8574275199879664
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,11,1547,1,366,406,2,0.5,6.952070851261002
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,11,1547,2,406,366,2,0.5,2.8286262836514746
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,12,1335,1,335,320,2,0.0,1.3056989989386274
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,12,1335,2,320,335,2,0.5,3.0279676916532137
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,12,1388,1,251,404,2,0.5,4.346970645438702
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,12,1388,2,404,251,2,0.5,2.247457785398183
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,12,1441,1,251,404,2,0.5,4.346970645438702
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,12,1441,2,404,251,2,0.5,2.247457785398183
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,12,1494,1,251,404,2,0.5,4.346970645438702
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,12,1494,2,404,251,2,0.5,2.247457785398183
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,12,1547,1,335,320,2,0.0,1.3056989989386274
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,12,1547,2,320,335,2,0.5,3.0279676916532137
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,13,1335,1,345,325,2,1.0,0.1962219194810379
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,13,1335,2,325,345,2,0.5,2.4424088913754067
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,13,1388,1,287,383,2,0.5,3.857953625874746
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,13,1388,2,383,287,2,0.5,2.4228064887769447
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,13,1441,1,287,383,2,0.5,3.857953625874746
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,13,1441,2,383,287,2,0.5,2.4228064887769447
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,13,1494,1,287,383,2,0.5,3.857953625874746
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,13,1494,2,383,287,2,0.5,2.4228064887769447
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,13,1547,1,345,325,2,1.0,0.1962219194810379
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,13,1547,2,325,345,2,0.5,2.4424088913754067
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,14,1335,1,284,310,2,0.0,15.37869525985172
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,14,1335,2,310,284,2,0.5,4.40012208169556
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,14,1388,1,269,325,2,0.5,10.865972346526073
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,14,1388,2,325,269,2,0.5,5.649077481479968
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,14,1441,1,269,325,2,0.5,10.865972346526073
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,14,1441,2,325,269,2,0.5,5.649077481479968
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,14,1494,1,269,325,2,0.5,10.865972346526073
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,14,1494,2,325,269,2,0.5,5.649077481479968
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,14,1547,1,284,310,2,0.0,15.37869525985172
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,14,1547,2,310,284,2,0.5,4.40012208169556
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,15,1335,1,432,295,2,1.0,0.20421149977693392
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,15,1335,2,295,432,2,0.5,3.9074417886286534
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,15,1388,1,314,413,2,1.0,0.004509744265065564
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,15,1388,2,413,314,2,0.5,4.155895005434998
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,15,1441,1,314,413,2,1.0,0.004509744265065564
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,15,1441,2,413,314,2,0.5,4.155895005434998
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,15,1494,1,314,413,2,1.0,0.004509744265065564
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,15,1494,2,413,314,2,0.5,4.155895005434998
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,15,1547,1,432,295,2,1.0,0.20421149977693392
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,15,1547,2,295,432,2,0.5,3.9074417886286534
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,1,1335,1,357,296,2,0.5,0.3764778170649298
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,1,1335,2,296,357,2,0.5,3.4041313328936016
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,1,1388,1,287,366,2,0.5,0.9975903032991417
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,1,1388,2,366,287,2,0.5,2.365562690259703
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,1,1441,1,287,366,2,0.5,0.9975903032991417
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,1,1441,2,366,287,2,0.5,2.365562690259703
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,1,1494,1,287,366,2,0.5,0.9975903032991417
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,1,1494,2,366,287,2,0.5,2.365562690259703
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,1,1547,1,357,296,2,0.5,0.3764778170649298
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,1,1547,2,296,357,2,0.5,3.4041313328936016
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,2,1335,1,303,556,2,0.5,1.0787866881198067
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,2,1335,2,556,303,2,0.5,2.143284201947625
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,2,1388,1,201,658,2,1.0,0.20544867583463136
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,2,1388,2,658,201,2,0.5,2.2671599449486832
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,2,1441,1,201,658,2,1.0,0.20544867583463136
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,2,1441,2,658,201,2,0.5,2.2671599449486832
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,2,1494,1,201,658,2,1.0,0.20544867583463136
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,2,1494,2,658,201,2,0.5,2.2671599449486832
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,2,1547,1,303,556,2,0.5,1.0787866881198067
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,2,1547,2,556,303,2,0.5,2.143284201947625
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,3,1335,1,287,283,2,0.5,2.511966580389969
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,3,1335,2,283,287,2,0.5,1.5642112420989494
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,3,1388,1,229,341,2,0.5,2.4888783094171885
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,3,1388,2,341,229,2,1.0,0.18148274468802703
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,3,1441,1,229,341,2,0.5,2.4888783094171885
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,3,1441,2,341,229,2,1.0,0.18148274468802703
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,3,1494,1,229,341,2,0.5,2.4888783094171885
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,3,1494,2,341,229,2,1.0,0.18148274468802703
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,3,1547,1,287,283,2,0.5,2.511966580389969
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,3,1547,2,283,287,2,0.5,1.5642112420989494
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,4,1335,1,281,178,2,0.5,1.1271724167950181
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,4,1335,2,178,281,2,0.5,2.1105336503540566
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,4,1388,1,151,308,2,1.0,0.015902495462111168
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,4,1388,2,308,151,2,0.5,1.9259264408307772
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,4,1441,1,151,308,2,1.0,0.015902495462111168
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,4,1441,2,308,151,2,0.5,1.9259264408307772
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,4,1494,1,151,308,2,1.0,0.015902495462111168
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,4,1494,2,308,151,2,0.5,1.9259264408307772
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,4,1547,1,281,178,2,0.5,1.1271724167950181
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,4,1547,2,178,281,2,0.5,2.1105336503540566
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,1335,1,308,352,2,1.0,0.012084468949184472
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,1335,2,352,308,2,0.5,2.727421402855606
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,1388,1,245,415,2,1.0,0.20179989731402842
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,1388,2,415,245,2,0.5,2.668189736154029
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,1441,1,245,415,2,1.0,0.20179989731402842
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,1441,2,415,245,2,0.5,2.668189736154029
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,1494,1,245,415,2,1.0,0.20179989731402842
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,1494,2,415,245,2,0.5,2.668189736154029
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,1547,1,308,352,2,1.0,0.012084468949184472
