outer_subject,meta_subject,feature_shift,disagreement,entropy_nn,entropy_fuse,confidence_nn,benefit,feature_shift_original
5,2,0.28065288962077667,0.2775999534698375,0.2034725837362326,0.6421286329721699,0.9049801335900988,0.0,0.3362010419368744
5,3,0.23643568772650728,0.2459492131969868,0.0612603270134196,0.5733750082424814,0.9735981002188564,0.0,0.2789027690887451
5,4,0.5707908015408469,0.2881407124282531,0.4129672809925199,0.6879626302020093,0.8235767146081446,0.0,0.9135732650756836
5,6,0.7551728835333933,0.2388069410728412,0.4466566449627173,0.6697913951568508,0.7799373232723384,0.0,761.903564453125
5,7,0.3706015397184783,0.2626512361400625,0.2734502964531188,0.6431233090840791,0.8763846062027373,0.25,0.445499449968338
5,8,0.3585767866112429,0.2819382369842877,0.1346697254892818,0.6162219939692231,0.9426570997321254,-0.25,0.3915626406669616
5,9,0.2332542846049402,0.2265692656032014,0.078949926859788,0.5609999824119891,0.9668947593453004,0.0,0.312488317489624
5,10,0.3928037548574034,0.3238066122920807,0.2259774209475469,0.6645820133253644,0.903956343914566,0.25,0.6205590963363647
5,11,0.3338148204980782,0.2812958197116241,0.2032195438871439,0.6390195086371039,0.9113696525316864,-0.25,0.3767807483673095
5,12,0.3065114665327642,0.2615294914275067,0.3502616683838266,0.665795573926432,0.8468357947435272,0.0,0.4084703922271728
5,13,0.3176554932469092,0.2446098713704475,0.3403602645722863,0.6571387984500725,0.8371374567557796,0.25,0.3434138000011444
6,1,0.4246017059731417,0.2564622961668341,0.402941413093525,0.6787697178925378,0.8128523674164578,0.0,0.5304551124572754
6,2,0.263411418272509,0.2633058188520791,0.2350731884759337,0.6283601966668122,0.8906068436896842,0.0,0.3106392323970794
6,3,0.19754006600487448,0.2601452209500082,0.1048159063023514,0.5933671733948651,0.9556948625204856,0.0,0.2376675307750702
6,4,0.6388725945659717,0.227907839395299,0.2895518461708961,0.6278788168783811,0.9036741717708396,0.0,1.106054186820984
6,5,0.2284116856181227,0.2439106586586458,0.2070249782240044,0.618114797494856,0.9092416377681676,-0.25,0.281738817691803
6,7,0.47119451001914786,0.3421989505405473,0.0783982901404054,0.6419928788711154,0.974923963577602,0.0,0.5457894802093506
6,8,0.3355059533530407,0.3098933258924549,0.1390990357854737,0.6314705579245562,0.9388352183490272,0.0,0.3559620380401611
6,9,0.19392595940137497,0.2283614873774027,0.0637429808015469,0.5491831870028246,0.9736330014870066,-0.25,0.2830738425254822
6,10,0.41219555860970614,0.2617502056786396,0.2262444307758964,0.640180874235594,0.8884879304425913,0.0,0.7645322680473328
6,11,0.2911033442745748,0.2938233197458704,0.1744673850725207,0.6385946056668056,0.9270083874109244,0.0,0.3647274076938629
6,12,0.27106791217237863,0.255566901748204,0.3956842538582202,0.6684921805285479,0.8275619748124724,0.0,0.370600551366806
6,13,0.30263856568585124,0.2578753901537954,0.168966230310455,0.5979409414638774,0.9277347504156422,-0.25,0.3142901360988617
7,1,0.39548819790937084,0.2756657295581246,0.3866566115476462,0.6802613651773403,0.819108790131842,0.0,0.5203863978385925
7,2,0.25882739258877385,0.2737864270227143,0.2404946574019017,0.6324740918948085,0.8922323386105725,0.0,0.3202145099639892
7,3,0.19582194406785114,0.2640401946591231,0.1065067370316619,0.5762951463120003,0.9553651694665876,-0.25,0.2521382570266723
7,4,0.6183365435844517,0.2848653558865446,0.2618388709115111,0.6711882980685151,0.8833784572698972,0.25,0.974187970161438
7,5,0.2123469831911015,0.2418062165691908,0.2211701304265259,0.6077569126850232,0.9024637403813276,0.0,0.2808666229248047
