Analysis setting,Participant,Method,n_recordings,n_class_0,n_class_1,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,auroc,pr_auc,average_precision,log_loss,brier_score
Stroop LOSO,5,Fixed blend (10%),4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.402124060643015,0.1411025689092008
Stroop LOSO,5,Fixed blend (25%),4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.415193668641271,0.1387059907344947
Stroop LOSO,5,Random forest,4,2,2,0.75,0.75,0.5,1.0,1.0,0.6666666666666666,0.75,0.7916666666666666,0.8333333333333331,0.5498972698575773,0.1884681264240148
Stroop LOSO,5,Riemannian MDM,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.75,0.7916666666666666,0.8333333333333331,0.9824915088303752,0.3626360293937175
Stroop LOSO,5,Riemannian TS-LR,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.3859749705855036,0.1220362672019124
Stroop LOSO,5,OOF recording-level stacking,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.4417218820306846,0.1537528464419995
Stroop LOSO,6,Always fused,4,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.3333333333333333,0.5,0.7535117286892216,0.278871545835329
Stroop LOSO,6,Always neural,4,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.3333333333333333,0.5,1.63707448747202,0.4667413007492626
Stroop LOSO,6,CB-SF,4,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.3333333333333333,0.5,1.004579757685885,0.3732875001008359
Stroop LOSO,6,DASF,4,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.3333333333333333,0.5,1.6370744874720211,0.4667413007492627
Stroop LOSO,6,EEG-Conformer,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.75,0.7916666666666666,0.8333333333333331,1.4925247194868334,0.44946914355312
Stroop LOSO,6,EEGNet,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,0.7083333333333331,0.75,1.2343165461321526,0.4162490835204032
Stroop LOSO,6,Equal blend (50%),4,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.3333333333333333,0.5,0.93518498727219,0.3516253520603708
Stroop LOSO,6,Extra Trees,4,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.3333333333333333,0.5,0.7922068064331282,0.2927606744200139
Stroop LOSO,6,Fixed blend (10%),4,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.3333333333333333,0.5,1.321785886034051,0.4388391700649478
Stroop LOSO,6,Fixed blend (25%),4,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.3333333333333333,0.5,1.1155672847491969,0.4018416627197703
Stroop LOSO,6,Random forest,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,0.7083333333333331,0.75,0.8863760900851848,0.3296941613644715
Stroop LOSO,6,Riemannian MDM,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,0.7083333333333331,0.75,2.1069383126624937,0.4896213687732328
Stroop LOSO,6,Riemannian TS-LR,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.4274320747195932,0.1431665202054461
Stroop LOSO,6,OOF recording-level stacking,4,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.3333333333333333,0.5,0.861428003692084,0.3238910796026334
Stroop LOSO,7,Always fused,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.6487377124087417,0.2320707750991296
Stroop LOSO,7,Always neural,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,3.148041389301303,0.4972285727539835
Stroop LOSO,7,CB-SF,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,2.878590662305885,0.4959573295309943
Stroop LOSO,7,DASF,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,3.1480413893013184,0.4972285727539838
Stroop LOSO,7,EEG-Conformer,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.4738476724461936,0.1684782823492229
Stroop LOSO,7,EEGNet,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.75,0.7916666666666666,0.8333333333333331,0.5200734605209315,0.1776240440909022
Stroop LOSO,7,Equal blend (50%),4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.8566376951807269,0.3214308688644421
Stroop LOSO,7,Extra Trees,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.6355904844713923,0.2311222828853247
Stroop LOSO,7,Fixed blend (10%),4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,1.4235569522032017,0.4410727294732439
Stroop LOSO,7,Fixed blend (25%),4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,1.0985456721741924,0.3888664974215563
Stroop LOSO,7,Random forest,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.6274175992989576,0.2287804553117467
Stroop LOSO,7,Riemannian MDM,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.9929749824811864,0.2550028694261236
Stroop LOSO,7,Riemannian TS-LR,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,2.3071517412410407,0.5079317188051212
Stroop LOSO,7,OOF recording-level stacking,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.8997922520985978,0.3362048705805315
Stroop LOSO,8,Always fused,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.6021584355585134,0.2049477416093649
Stroop LOSO,8,Always neural,4,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333063231685028,0.0954070888021775
Stroop LOSO,8,CB-SF,4,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3358221153288255,0.0957829830833014
Stroop LOSO,8,DASF,4,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333063231685026,0.0954070888021775
Stroop LOSO,8,EEG-Conformer,4,2,2,0.75,0.75,0.5,1.0,1.0,0.6666666666666666,0.75,0.7916666666666666,0.8333333333333331,0.6911531381250221,0.2208560794355466
Stroop LOSO,8,EEGNet,4,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5043473610672083,0.157649778041314
Stroop LOSO,8,Equal blend (50%),4,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4886917663408343,0.1512829279014439
Stroop LOSO,8,Extra Trees,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.75,0.7916666666666666,0.8333333333333331,0.6847655859567215,0.2466668524164281
Stroop LOSO,8,Fixed blend (10%),4,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3790270949126612,0.1077934540219465
Stroop LOSO,8,Fixed blend (25%),4,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4254385046662178,0.1247392203953826
Stroop LOSO,8,Random forest,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.0,0.2916666666666666,0.4166666666666666,0.9278344434905375,0.3465323275234644
Stroop LOSO,8,Riemannian MDM,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.75,0.7916666666666666,0.8333333333333331,0.9850866622845792,0.358147644961294
Stroop LOSO,8,Riemannian TS-LR,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.75,0.7916666666666666,0.8333333333333331,0.8253156001714246,0.2979582568205139
Stroop LOSO,8,OOF recording-level stacking,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.4799517281091896,0.1493816260472933
Stroop LOSO,9,Always fused,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.5143104082797807,0.1681836017885471
Stroop LOSO,9,Always neural,4,2,2,0.75,0.75,0.5,1.0,1.0,0.6666666666666666,0.75,0.7916666666666666,0.8333333333333331,0.4166617471825214,0.1433176885400027
Stroop LOSO,9,CB-SF,4,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.7916666666666666,0.8333333333333331,0.4537372069749174,0.158137395952622
Stroop LOSO,9,DASF,4,2,2,0.75,0.75,0.5,1.0,1.0,0.6666666666666666,0.75,0.7916666666666666,0.8333333333333331,0.4166617471825203,0.1433176885400022
Stroop LOSO,9,EEG-Conformer,4,2,2,0.75,0.75,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.3740454505423378,0.1200896092382023
Stroop LOSO,9,EEGNet,4,2,2,0.75,0.75,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.4067283286222492,0.134029118854527
Stroop LOSO,9,Equal blend (50%),4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.75,0.7916666666666666,0.8333333333333331,0.4845921124837561,0.1612018795934734
Stroop LOSO,9,Extra Trees,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.6257394306465852,0.2329919175916888
Stroop LOSO,9,Fixed blend (10%),4,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.7916666666666666,0.8333333333333331,0.4575243137282535,0.1587286893988171
Stroop LOSO,9,Fixed blend (25%),4,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.7916666666666666,0.8333333333333331,0.4693564641465138,0.1596394304326745
Stroop LOSO,9,Random forest,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.7171804175635063,0.2750616934138928
Stroop LOSO,9,Riemannian MDM,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,1.824905519597196,0.4722760133207321
Stroop LOSO,9,Riemannian TS-LR,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,1.0,1.0,1.0,0.6023793836090308,0.2083387255729436
Stroop LOSO,9,OOF recording-level stacking,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.75,0.7916666666666666,0.8333333333333331,0.4467692682937706,0.1521157596958422
Stroop LOSO,10,Always fused,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.6050659450110013,0.2107596245066908
Stroop LOSO,10,Always neural,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,2.5109765531292627,0.4774845418200768
Stroop LOSO,10,CB-SF,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,2.4199302907302447,0.4757734408629837
Stroop LOSO,10,DASF,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,2.5109765531293187,0.4774845418200772
Stroop LOSO,10,EEG-Conformer,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,1.5271233101737662,0.4526445604625334
Stroop LOSO,10,EEGNet,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,1.1132210965848703,0.3660363363733391
Stroop LOSO,10,Equal blend (50%),4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.767524949612668,0.2866537732790089
Stroop LOSO,10,Extra Trees,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.75,0.7916666666666666,0.8333333333333331,0.631762882121642,0.2247719077483071
Stroop LOSO,10,Fixed blend (10%),4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,1.2343676539638526,0.4043067396098717
Stroop LOSO,10,Fixed blend (25%),4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.96627759179053,0.3506327185714192
Stroop LOSO,10,Random forest,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.75,0.7916666666666666,0.8333333333333331,0.647055129540606,0.2305272800551167
Stroop LOSO,10,Riemannian MDM,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,1.0,1.0,1.0,0.6704129378159545,0.2640080190526265
Stroop LOSO,10,Riemannian TS-LR,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.7083333333333331,0.75,2.260156711496379,0.4770753425151189
Stroop LOSO,10,OOF recording-level stacking,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.7667560433769733,0.2839916162235385
Stroop LOSO,11,Always fused,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.5,0.4166666666666666,0.5833333333333331,0.6482160416658289,0.2275851175598595
Stroop LOSO,11,Always neural,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.47598084015983,0.1584920797556351
Stroop LOSO,11,CB-SF,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.75,0.7916666666666666,0.8333333333333331,0.6084295790155348,0.2082043259381547
Stroop LOSO,11,DASF,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.4759808401598295,0.1584920797556351
Stroop LOSO,11,EEG-Conformer,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.75,0.7916666666666666,0.8333333333333331,1.1670518793733575,0.2938574383479487
Stroop LOSO,11,EEGNet,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.75,0.7916666666666666,0.8333333333333331,0.6063980301400923,0.2032664028662912
Stroop LOSO,11,Equal blend (50%),4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.75,0.7916666666666666,0.8333333333333331,0.5956134462640672,0.202137271229362
Stroop LOSO,11,Extra Trees,4,2,2,0.25,0.25,0.0,0.5,0.0,0.0,0.5,0.4166666666666666,0.5833333333333331,0.6599378198182257,0.2340503839564625
Stroop LOSO,11,Fixed blend (10%),4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.5270012554286246,0.1727042676560474
Stroop LOSO,11,Fixed blend (25%),4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.5597816593285202,0.1859484222157005
Stroop LOSO,11,Random forest,4,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4166666666666666,0.5833333333333331,0.638774855783186,0.2240345712351596
Stroop LOSO,11,Riemannian MDM,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,0.4166666666666666,0.5833333333333331,1.0315900457555478,0.3340413207570401
Stroop LOSO,11,Riemannian TS-LR,4,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4166666666666666,0.5833333333333331,0.6811443161792013,0.2449535880923972
Stroop LOSO,11,OOF recording-level stacking,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.5885068947213326,0.1991309684024038
Stroop LOSO,12,Always fused,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.75,0.7916666666666666,0.8333333333333331,0.7054431355659992,0.2563947211091579
Stroop LOSO,12,Always neural,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.75,0.7916666666666666,0.8333333333333331,1.3642109181555802,0.4317681313339941
Stroop LOSO,12,CB-SF,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.75,0.7916666666666666,0.8333333333333331,1.1288944164534973,0.3911167479387339
Stroop LOSO,12,DASF,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.75,0.7916666666666666,0.8333333333333331,1.3642109181555828,0.4317681313339943
Stroop LOSO,12,EEG-Conformer,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.4257499908441561,0.1415929666136813
Stroop LOSO,12,EEGNet,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.4113976521497192,0.1314385013125098
Stroop LOSO,12,Equal blend (50%),4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.75,0.7916666666666666,0.8333333333333331,0.7934672906746467,0.2945151371546629
Stroop LOSO,12,Extra Trees,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.5934805045435438,0.2010312641488519
Stroop LOSO,12,Fixed blend (10%),4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.75,0.7916666666666666,0.8333333333333331,1.0276202334449425,0.3679307017285505
Stroop LOSO,12,Fixed blend (25%),4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.75,0.7916666666666666,0.8333333333333331,0.8950278723444454,0.3304785778531766
Stroop LOSO,12,Random forest,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.75,0.7916666666666666,0.8333333333333331,0.6074457969844694,0.2079825515101388
Stroop LOSO,12,Riemannian MDM,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.75,0.7916666666666666,0.8333333333333331,1.2715035525285838,0.4197985343909772
Stroop LOSO,12,Riemannian TS-LR,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.6143803147906655,0.2163322219631664
Stroop LOSO,12,OOF recording-level stacking,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.75,0.7916666666666666,0.8333333333333331,1.088921136799393,0.3858889601191107
Stroop LOSO,13,Always fused,4,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4166666666666666,0.5833333333333331,0.621652679346363,0.2167394485427603
Stroop LOSO,13,Always neural,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.9005818460743886,0.3445769930127434
Stroop LOSO,13,CB-SF,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.6495220192094682,0.2353461378850752
Stroop LOSO,13,DASF,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.900581846074389,0.3445769930127436
Stroop LOSO,13,EEG-Conformer,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.75,0.7916666666666666,0.8333333333333331,1.602351539444019,0.4525276160423338
Stroop LOSO,13,EEGNet,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.75,0.7916666666666666,0.8333333333333331,0.7816492647247725,0.2923958259271886
Stroop LOSO,13,Equal blend (50%),4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.6577032558327653,0.2402636721188965
Stroop LOSO,13,Extra Trees,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.7173144938436345,0.2656754334329355
Stroop LOSO,13,Fixed blend (10%),4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.7722012577601866,0.2971172988837624
Stroop LOSO,13,Fixed blend (25%),4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.7075291815830249,0.2673107150067666
Stroop LOSO,13,Random forest,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.25,0.3333333333333333,0.5,0.7569338469770831,0.2798733769946176
Stroop LOSO,13,Riemannian MDM,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.25,0.3333333333333333,0.5,2.4711230971052287,0.4891161876148915
Stroop LOSO,13,Riemannian TS-LR,4,2,2,0.75,0.75,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.5205017332266461,0.1740816547507528
Stroop LOSO,13,OOF recording-level stacking,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.5,0.4166666666666666,0.5833333333333331,0.5813748401775565,0.2028132455410806
Arithmetic to Stroop,1,Always fused,3,1,2,0.3333333333333333,0.25,0.5,0.0,0.5,0.5,0.5,0.7916666666666666,0.8333333333333331,0.6841493303953605,0.2464529870969959
Arithmetic to Stroop,1,Always neural,3,1,2,0.3333333333333333,0.25,0.5,0.0,0.5,0.5,0.5,0.7916666666666666,0.8333333333333331,1.8007437580856998,0.5717646151478504
Arithmetic to Stroop,1,CB-SF,3,1,2,0.3333333333333333,0.25,0.5,0.0,0.5,0.5,0.5,0.7916666666666666,0.8333333333333331,0.6912674673010282,0.2510565304420317
Arithmetic to Stroop,1,DASF,3,1,2,0.3333333333333333,0.25,0.5,0.0,0.5,0.5,0.5,0.7916666666666666,0.8333333333333331,1.8007437580856955,0.5717646151478499
Arithmetic to Stroop,1,EEG-Conformer,3,1,2,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,0.8,0.5,0.7916666666666666,0.8333333333333331,0.9896789498330834,0.2998861483262885
Arithmetic to Stroop,1,EEGNet,3,1,2,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,0.8,1.0,1.0,1.0,0.546396196630949,0.1871992753155343
Arithmetic to Stroop,1,Equal blend (50%),3,1,2,0.3333333333333333,0.25,0.5,0.0,0.5,0.5,0.5,0.7916666666666666,0.8333333333333331,0.710536511832421,0.2630106721541838
Arithmetic to Stroop,1,Extra Trees,3,1,2,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,0.8,0.5,0.7916666666666666,0.8333333333333331,0.6200446089092214,0.2205518448960099
Arithmetic to Stroop,1,Fixed blend (10%),3,1,2,0.3333333333333333,0.25,0.5,0.0,0.5,0.5,0.5,0.7916666666666666,0.8333333333333331,0.8156081786347172,0.3203190560820873
Arithmetic to Stroop,1,Fixed blend (25%),3,1,2,0.3333333333333333,0.25,0.5,0.0,0.5,0.5,0.5,0.7916666666666666,0.8333333333333331,0.7506683002253414,0.2863204695700457
Arithmetic to Stroop,1,Random forest,3,1,2,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,0.8,0.5,0.7916666666666666,0.8333333333333331,0.63395450432491,0.2232366153532859
Arithmetic to Stroop,1,Riemannian MDM,3,1,2,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,0.8,0.5,0.7916666666666666,0.8333333333333331,0.7205807253933372,0.2552883079313504
Arithmetic to Stroop,1,Riemannian TS-LR,3,1,2,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,0.8,0.5,0.7916666666666666,0.8333333333333331,1.2444724603737904,0.3248401312315868
Arithmetic to Stroop,1,OOF recording-level stacking,3,1,2,0.6666666666666666,0.75,0.5,1.0,1.0,0.6666666666666666,0.5,0.7916666666666666,0.8333333333333331,1.5074819086253266,0.3550811830477291
Arithmetic to Stroop,2,Always fused,3,1,2,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,0.8,1.0,1.0,1.0,0.6487532692069966,0.2279410878224845
Arithmetic to Stroop,2,Always neural,3,1,2,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,0.8,1.0,1.0,1.0,0.7995808884808863,0.270952623799572
Arithmetic to Stroop,2,CB-SF,3,1,2,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,0.8,1.0,1.0,1.0,0.6191756814872021,0.2138301789468327
Arithmetic to Stroop,2,DASF,3,1,2,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,0.8,1.0,1.0,1.0,0.6487532692069966,0.2279410878224845
Arithmetic to Stroop,2,EEG-Conformer,3,1,2,0.3333333333333333,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,1.2024246198330313,0.4547233341606721
Arithmetic to Stroop,2,EEGNet,3,1,2,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,0.8,0.0,0.4166666666666666,0.5833333333333331,2.8221136502483226,0.3331947693537869
Arithmetic to Stroop,2,Equal blend (50%),3,1,2,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,0.8,1.0,1.0,1.0,0.5918526752761644,0.2027150798115655
Arithmetic to Stroop,2,Extra Trees,3,1,2,0.6666666666666666,0.75,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.6488073386666042,0.227908061957229
Arithmetic to Stroop,2,Fixed blend (10%),3,1,2,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,0.8,1.0,1.0,1.0,0.6304983330641794,0.2240896387495015
Arithmetic to Stroop,2,Fixed blend (25%),3,1,2,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,0.8,1.0,1.0,1.0,0.5935813494313269,0.206862954672026
Arithmetic to Stroop,2,Random forest,3,1,2,0.6666666666666666,0.75,0.5,1.0,1.0,0.6666666666666666,0.5,0.7916666666666666,0.8333333333333331,0.6825378366380304,0.2447009183705048
Arithmetic to Stroop,2,Riemannian MDM,3,1,2,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,0.8,0.5,0.7916666666666666,0.8333333333333331,0.651153531899921,0.2286702663712326
Arithmetic to Stroop,2,Riemannian TS-LR,3,1,2,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,0.8,0.5,0.7916666666666666,0.8333333333333331,2.607299971041809,0.3330672410036574
Arithmetic to Stroop,2,OOF recording-level stacking,3,1,2,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,0.8,0.5,0.7916666666666666,0.8333333333333331,0.6591320820565013,0.2330871969887657
Arithmetic to Stroop,3,Always fused,3,1,2,0.3333333333333333,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.6722926735131322,0.2408534459289548
Arithmetic to Stroop,3,Always neural,3,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3540083626987127,0.1058219984022024
Arithmetic to Stroop,3,CB-SF,3,1,2,0.6666666666666666,0.75,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.6173533208449085,0.2152985413933967
Arithmetic to Stroop,3,DASF,3,1,2,0.3333333333333333,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.6722926735131322,0.2408534459289548
Arithmetic to Stroop,3,EEG-Conformer,3,1,2,0.6666666666666666,0.75,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.4592535691144054,0.1511698944645017
Arithmetic to Stroop,3,EEGNet,3,1,2,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,0.8,1.0,1.0,1.0,0.6080071165989341,0.2111230551120774
Arithmetic to Stroop,3,Equal blend (50%),3,1,2,0.6666666666666666,0.75,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.5374151655307261,0.1797712894125488
Arithmetic to Stroop,3,Extra Trees,3,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.405170225727115,0.1141658912964615
Arithmetic to Stroop,3,Fixed blend (10%),3,1,2,0.6666666666666666,0.75,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.4118105886253731,0.1283711841244911
Arithmetic to Stroop,3,Fixed blend (25%),3,1,2,0.6666666666666666,0.75,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.4656356451628204,0.1498270138627214
Arithmetic to Stroop,3,Random forest,3,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3134982897499963,0.0781030963821977
Arithmetic to Stroop,3,Riemannian MDM,3,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6191459217076459,0.2133605759669826
Arithmetic to Stroop,3,Riemannian TS-LR,3,1,2,0.6666666666666666,0.75,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.3523150705158666,0.3464783381375942
Arithmetic to Stroop,3,OOF recording-level stacking,3,1,2,0.3333333333333333,0.5,0.0,1.0,,0.0,0.0,0.4166666666666666,0.5833333333333331,0.8091672268538848,0.3069189749332167
