Analysis setting,Participant,Method,n_recordings,n_class_0,n_class_1,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,auroc,pr_auc,average_precision,log_loss,brier_score
Bidirectional cross-task,11,Always neural,6,2,4,0.3333333333333333,0.5,0.0,1.0,,0.0,0.25,0.5041666666666667,0.6083333333333332,4.4171294601324576,0.6099898183984185
Bidirectional cross-task,11,CB-SF,6,2,4,0.3333333333333333,0.5,0.0,1.0,,0.0,0.25,0.5041666666666667,0.6083333333333332,1.3677160024907975,0.4334383863192273
Bidirectional cross-task,11,DASF,6,2,4,0.3333333333333333,0.5,0.0,1.0,,0.0,0.25,0.5041666666666667,0.6083333333333332,4.417129460132462,0.6099898183984185
Bidirectional cross-task,11,EEG-Conformer,6,2,4,0.1666666666666666,0.25,0.0,0.5,0.0,0.0,0.25,0.5041666666666667,0.6083333333333332,2.547891754536024,0.5187563931653635
Bidirectional cross-task,11,EEGNet,6,2,4,0.3333333333333333,0.25,0.5,0.0,0.5,0.5,0.25,0.5041666666666667,0.6083333333333332,1.864126276112841,0.3887137249432728
Bidirectional cross-task,11,Equal blend (50%),6,2,4,0.3333333333333333,0.5,0.0,1.0,,0.0,0.25,0.5041666666666667,0.6083333333333332,1.2041058496955228,0.4379272534978451
Bidirectional cross-task,11,Extra Trees,6,2,4,0.1666666666666666,0.25,0.0,0.5,0.0,0.0,0.375,0.5437499999999998,0.6458333333333331,0.8799020413169921,0.3372864366986235
Bidirectional cross-task,11,Fixed blend (10%),6,2,4,0.3333333333333333,0.5,0.0,1.0,,0.0,0.25,0.5041666666666667,0.6083333333333332,1.7237559246763066,0.5466428255852342
Bidirectional cross-task,11,Fixed blend (25%),6,2,4,0.3333333333333333,0.5,0.0,1.0,,0.0,0.25,0.5041666666666667,0.6083333333333332,1.4401412708922825,0.4974261614435784
Bidirectional cross-task,11,Random forest,6,2,4,0.3333333333333333,0.5,0.0,1.0,,0.0,0.0,0.4416666666666667,0.525,1.0936566771661431,0.4235086607910196
Bidirectional cross-task,11,Riemannian MDM,6,2,4,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,0.8,0.125,0.4625,0.5666666666666667,0.696992555381254,0.2469606011731309
Bidirectional cross-task,11,Riemannian TS-LR,6,2,4,0.5,0.375,0.75,0.0,0.5999999999999999,0.6666666666666666,0.25,0.5041666666666667,0.6083333333333332,1.2570328678478104,0.3726939723534465
Bidirectional cross-task,11,OOF recording-level stacking,6,2,4,0.5,0.5,0.5,0.5,0.6666666666666666,0.5714285714285714,0.5,0.7958333333333333,0.8166666666666667,3.841113454816238,0.4186446173799406
Bidirectional cross-task,12,Always fused,6,2,4,0.3333333333333333,0.375,0.25,0.5,0.5,0.3333333333333333,0.25,0.65,0.6916666666666667,0.7371813726056936,0.2717331223066997
Bidirectional cross-task,12,Always neural,6,2,4,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,0.8,0.5,0.7958333333333333,0.8166666666666667,0.8829780079820124,0.2785831019975986
Bidirectional cross-task,12,CB-SF,6,2,4,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,0.8,0.25,0.65,0.6916666666666667,0.6927696867978174,0.2497956102055564
Bidirectional cross-task,12,DASF,6,2,4,0.3333333333333333,0.375,0.25,0.5,0.5,0.3333333333333333,0.25,0.65,0.6916666666666667,0.7371813726056936,0.2717331223066997
Bidirectional cross-task,12,EEG-Conformer,6,2,4,0.3333333333333333,0.25,0.5,0.0,0.5,0.5,0.25,0.5041666666666667,0.6083333333333332,1.116388126442076,0.3201436204920678
Bidirectional cross-task,12,EEGNet,6,2,4,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,0.8,0.5,0.7958333333333333,0.8166666666666667,0.6748537119696425,0.2408952210154272
Bidirectional cross-task,12,Equal blend (50%),6,2,4,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,0.8,0.375,0.6916666666666667,0.7333333333333332,0.662245758123051,0.23474663936797
Bidirectional cross-task,12,Extra Trees,6,2,4,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,0.8,0.625,0.8354166666666667,0.8541666666666666,0.6141608926260745,0.2136988296028994
Bidirectional cross-task,12,Fixed blend (10%),6,2,4,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,0.8,0.5,0.7958333333333333,0.8166666666666667,0.7136494245637812,0.2514849633666266
Bidirectional cross-task,12,Fixed blend (25%),6,2,4,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,0.8,0.375,0.6916666666666667,0.7333333333333332,0.671022327935599,0.2381167381697313
Bidirectional cross-task,12,Random forest,6,2,4,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,0.8,0.625,0.8354166666666667,0.8541666666666666,0.6406336895929575,0.2247847932348364
Bidirectional cross-task,12,Riemannian MDM,6,2,4,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,0.8,0.5,0.7312499999999998,0.7708333333333331,0.6302738038761113,0.2192426744478791
Bidirectional cross-task,12,Riemannian TS-LR,6,2,4,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,0.8,0.5,0.7958333333333333,0.8166666666666667,1.171647637921264,0.3148539434815289
Bidirectional cross-task,12,OOF recording-level stacking,6,2,4,0.1666666666666666,0.25,0.0,0.5,0.0,0.0,0.125,0.4625,0.5666666666666667,0.7539142085386757,0.2801532195985645
Bidirectional cross-task,13,Always fused,6,2,4,0.5,0.375,0.75,0.0,0.5999999999999999,0.6666666666666666,0.0,0.4416666666666667,0.525,0.831305580064677,0.3160983510070069
Bidirectional cross-task,13,Always neural,6,2,4,0.6666666666666666,0.625,0.75,0.5,0.75,0.75,0.875,0.94375,0.95,0.5132609055079373,0.1878487349530101
Bidirectional cross-task,13,CB-SF,6,2,4,0.5,0.375,0.75,0.0,0.5999999999999999,0.6666666666666666,0.25,0.5041666666666667,0.6083333333333332,0.728475301509881,0.2673072732335781
Bidirectional cross-task,13,DASF,6,2,4,0.5,0.375,0.75,0.0,0.5999999999999999,0.6666666666666666,0.0,0.4416666666666667,0.525,0.831305580064677,0.3160983510070069
Bidirectional cross-task,13,EEG-Conformer,6,2,4,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,0.8,1.0,1.0,1.0,0.6379655382514645,0.234916809844673
Bidirectional cross-task,13,EEGNet,6,2,4,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,0.8,0.5,0.7312499999999998,0.7708333333333331,1.465724336471996,0.2722399959525342
Bidirectional cross-task,13,Equal blend (50%),6,2,4,0.6666666666666666,0.625,0.75,0.5,0.75,0.75,0.625,0.7666666666666666,0.8041666666666667,0.6318998382623829,0.2202318879190025
Bidirectional cross-task,13,Extra Trees,6,2,4,0.6666666666666666,0.625,0.75,0.5,0.75,0.75,0.75,0.9083333333333332,0.9166666666666666,0.549617986331545,0.1891094779128331
Bidirectional cross-task,13,Fixed blend (10%),6,2,4,0.6666666666666666,0.625,0.75,0.5,0.75,0.75,0.875,0.94375,0.95,0.529105336700532,0.1793796755615901
Bidirectional cross-task,13,Fixed blend (25%),6,2,4,0.6666666666666666,0.625,0.75,0.5,0.75,0.75,0.75,0.8708333333333333,0.8874999999999998,0.5655861473649932,0.1910400491366308
Bidirectional cross-task,13,Random forest,6,2,4,0.8333333333333333,0.875,0.75,1.0,1.0,0.8571428571428571,0.75,0.9083333333333332,0.9166666666666666,0.5758521003490013,0.2013396707802709
Bidirectional cross-task,13,Riemannian MDM,6,2,4,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,0.8,0.625,0.7666666666666666,0.8041666666666667,0.8927700110633849,0.2768937584852598
Bidirectional cross-task,13,Riemannian TS-LR,6,2,4,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,0.8,1.0,1.0,1.0,0.4703882879577912,0.1758086831701389
Bidirectional cross-task,13,OOF recording-level stacking,6,2,4,0.3333333333333333,0.25,0.5,0.0,0.5,0.5,0.0,0.4416666666666667,0.525,1.0381931659439274,0.3909102878038171
Arithmetic LOSO,1,Always fused,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.25,0.3333333333333333,0.5,0.7255568832530384,0.2656694696907481
Arithmetic LOSO,1,Always neural,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,0.7083333333333331,0.75,1.0450170731776556,0.3753256052069792
Arithmetic LOSO,1,CB-SF,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,0.7083333333333331,0.75,0.7918100836811508,0.2952946234417357
Arithmetic LOSO,1,DASF,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,0.7083333333333331,0.75,1.0450170731776562,0.3753256052069793
Arithmetic LOSO,1,EEG-Conformer,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.0,0.2916666666666666,0.4166666666666666,0.8209930340462759,0.3083998941924012
Arithmetic LOSO,1,EEGNet,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.75,0.7916666666666666,0.8333333333333331,0.7684335677751911,0.2851054197346816
Arithmetic LOSO,1,Equal blend (50%),4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,0.7083333333333331,0.75,0.8009410257381212,0.2991034393704893
Arithmetic LOSO,1,Extra Trees,4,2,2,0.25,0.25,0.0,0.5,0.0,0.0,0.0,0.2916666666666666,0.4166666666666666,0.7618152294917496,0.284084284330448
Arithmetic LOSO,1,Fixed blend (10%),4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,0.7083333333333331,0.75,0.9416705771199816,0.3492619960719266
Arithmetic LOSO,1,Fixed blend (25%),4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,0.7083333333333331,0.75,0.8695002605087832,0.3255292089423571
Arithmetic LOSO,1,Random forest,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2916666666666666,0.4166666666666666,0.776554375623487,0.29154342209205
Arithmetic LOSO,1,Riemannian MDM,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.444625376077798,0.1336458864538948
Arithmetic LOSO,1,Riemannian TS-LR,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,0.7083333333333331,0.75,1.0062123561940886,0.3669784900660889
Arithmetic LOSO,1,OOF recording-level stacking,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,0.7083333333333331,0.75,0.8829960726275957,0.3289517152287328
Arithmetic LOSO,2,Always fused,4,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6033664122569238,0.2053234576528899
Arithmetic LOSO,2,Always neural,4,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3399489129791307,0.0936498027774237
Arithmetic LOSO,2,CB-SF,4,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5742470244536996,0.1910395208201574
Arithmetic LOSO,2,DASF,4,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3399489129791297,0.0936498027774234
Arithmetic LOSO,2,EEG-Conformer,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.75,0.7916666666666666,0.8333333333333331,1.0613315153239764,0.3371400904911985
Arithmetic LOSO,2,EEGNet,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.75,0.7916666666666666,0.8333333333333331,0.6930815225591295,0.250437495574849
Arithmetic LOSO,2,Equal blend (50%),4,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5258124302501441,0.1677645532003279
Arithmetic LOSO,2,Extra Trees,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.6575575203477451,0.2333690556409087
Arithmetic LOSO,2,Fixed blend (10%),4,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.423029179125888,0.1220880695969458
Arithmetic LOSO,2,Fixed blend (25%),4,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4722101972081484,0.143095168298788
Arithmetic LOSO,2,Random forest,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.6657206102183774,0.2378167568445169
Arithmetic LOSO,2,Riemannian MDM,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.25,0.3333333333333333,0.5,1.582876894683017,0.4570804606446607
Arithmetic LOSO,2,Riemannian TS-LR,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,1.0930807818691357,0.3887523884634455
Arithmetic LOSO,2,OOF recording-level stacking,4,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4861454963685104,0.1492047078460633
Arithmetic LOSO,3,Always fused,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.75,0.7916666666666666,0.8333333333333331,0.5986746439284016,0.2040151357175003
Arithmetic LOSO,3,Always neural,4,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.7916666666666666,0.8333333333333331,0.4969397919285127,0.1748997943337536
Arithmetic LOSO,3,CB-SF,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.75,0.7916666666666666,0.8333333333333331,0.5860213330497271,0.1988959694110006
Arithmetic LOSO,3,DASF,4,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.7916666666666666,0.8333333333333331,0.4969397919285126,0.1748997943337535
Arithmetic LOSO,3,EEG-Conformer,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.3617960099377891,0.115412968816119
Arithmetic LOSO,3,EEGNet,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.5,0.4166666666666666,0.5833333333333331,0.6363496947784111,0.217184624012985
Arithmetic LOSO,3,Equal blend (50%),4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.75,0.7916666666666666,0.8333333333333331,0.5661770349925217,0.1921639776903022
Arithmetic LOSO,3,Extra Trees,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.5,0.4166666666666666,0.5833333333333331,0.6212739862109206,0.2147603033762467
Arithmetic LOSO,3,Fixed blend (10%),4,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.7916666666666666,0.8333333333333331,0.5284934162257835,0.1831094465687978
Arithmetic LOSO,3,Fixed blend (25%),4,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.7916666666666666,0.8333333333333331,0.5462807493861042,0.1870461221734358
Arithmetic LOSO,3,Random forest,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.5,0.4166666666666666,0.5833333333333331,0.571293635682162,0.1929944997087245
Arithmetic LOSO,3,Riemannian MDM,4,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4166666666666666,0.5833333333333331,0.6587990002356036,0.2345656502947984
Arithmetic LOSO,3,Riemannian TS-LR,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,0.4166666666666666,0.5833333333333331,0.8090150520123472,0.3001936615132233
Arithmetic LOSO,3,OOF recording-level stacking,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.75,0.7916666666666666,0.8333333333333331,0.521207712190411,0.1728515021556203
Arithmetic LOSO,4,Always fused,4,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4166666666666666,0.5833333333333331,0.7331230305399212,0.2692670156294543
Arithmetic LOSO,4,Always neural,4,2,2,0.25,0.25,0.0,0.5,0.0,0.0,0.5,0.4166666666666666,0.5833333333333331,1.0227955840470822,0.411557243341913
Arithmetic LOSO,4,CB-SF,4,2,2,0.25,0.25,0.0,0.5,0.0,0.0,0.5,0.4166666666666666,0.5833333333333331,0.761738563832406,0.2837080250734059
Arithmetic LOSO,4,DASF,4,2,2,0.25,0.25,0.0,0.5,0.0,0.0,0.5,0.4166666666666666,0.5833333333333331,1.022795584047082,0.4115572433419129
Arithmetic LOSO,4,EEG-Conformer,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.0,0.2916666666666666,0.4166666666666666,1.934739116174781,0.5333086283693679
Arithmetic LOSO,4,EEGNet,4,2,2,0.25,0.25,0.0,0.5,0.0,0.0,0.0,0.2916666666666666,0.4166666666666666,1.0667189417766494,0.405750215127102
Arithmetic LOSO,4,Equal blend (50%),4,2,2,0.25,0.25,0.0,0.5,0.0,0.0,0.5,0.4166666666666666,0.5833333333333331,0.8133252997801381,0.3101725930050833
Arithmetic LOSO,4,Extra Trees,4,2,2,0.25,0.25,0.0,0.5,0.0,0.0,0.0,0.2916666666666666,0.4166666666666666,0.9375296695824656,0.3572604359694729
Arithmetic LOSO,4,Fixed blend (10%),4,2,2,0.25,0.25,0.0,0.5,0.0,0.0,0.5,0.4166666666666666,0.5833333333333331,0.9597396075747632,0.3816778867528472
Arithmetic LOSO,4,Fixed blend (25%),4,2,2,0.25,0.25,0.0,0.5,0.0,0.0,0.5,0.4166666666666666,0.5833333333333331,0.8892958263466663,0.3482126995427766
Arithmetic LOSO,4,Random forest,4,2,2,0.25,0.25,0.0,0.5,0.0,0.0,0.0,0.2916666666666666,0.4166666666666666,0.8427684030347545,0.3232147725092064
Arithmetic LOSO,4,Riemannian MDM,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,1.0,1.0,1.0,0.7890068759949265,0.2948818205473953
Arithmetic LOSO,4,Riemannian TS-LR,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,0.4166666666666666,0.5833333333333331,1.809457564043369,0.4153936075586682
Arithmetic LOSO,4,OOF recording-level stacking,4,2,2,0.25,0.25,0.0,0.5,0.0,0.0,0.5,0.4166666666666666,0.5833333333333331,0.770510090822321,0.2962145161434829
Arithmetic LOSO,5,Always fused,4,2,2,0.75,0.75,0.5,1.0,1.0,0.6666666666666666,0.75,0.7916666666666666,0.8333333333333331,0.5946716061183395,0.2045426073916337
Arithmetic LOSO,5,Always neural,4,2,2,0.75,0.75,0.5,1.0,1.0,0.6666666666666666,0.75,0.7916666666666666,0.8333333333333331,0.8521612673047662,0.2708071378959529
Arithmetic LOSO,5,CB-SF,4,2,2,0.75,0.75,0.5,1.0,1.0,0.6666666666666666,0.75,0.7916666666666666,0.8333333333333331,0.5737457180486799,0.198922558629928
Arithmetic LOSO,5,DASF,4,2,2,0.75,0.75,0.5,1.0,1.0,0.6666666666666666,0.75,0.7916666666666666,0.8333333333333331,0.5946716061183395,0.2045426073916337
Arithmetic LOSO,5,EEG-Conformer,4,2,2,0.75,0.75,0.5,1.0,1.0,0.6666666666666666,0.75,0.7916666666666666,0.8333333333333331,0.4697382622923659,0.1608788166688262
Arithmetic LOSO,5,EEGNet,4,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.7916666666666666,0.8333333333333331,0.6377519601014991,0.2253550384299048
Arithmetic LOSO,5,Equal blend (50%),4,2,2,0.75,0.75,0.5,1.0,1.0,0.6666666666666666,0.75,0.7916666666666666,0.8333333333333331,0.5731427328405568,0.1996802328646739
Arithmetic LOSO,5,Extra Trees,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.75,0.7916666666666666,0.8333333333333331,0.6321817685353982,0.2227950457040782
Arithmetic LOSO,5,Fixed blend (10%),4,2,2,0.75,0.75,0.5,1.0,1.0,0.6666666666666666,0.75,0.7916666666666666,0.8333333333333331,0.6305802886249645,0.2238885125013694
Arithmetic LOSO,5,Fixed blend (25%),4,2,2,0.75,0.75,0.5,1.0,1.0,0.6666666666666666,0.75,0.7916666666666666,0.8333333333333331,0.5877540212038699,0.2083223176664433
Arithmetic LOSO,5,Random forest,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.6377530289949515,0.2271208486286811
Arithmetic LOSO,5,Riemannian MDM,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.9357086937709556,0.3555946142426069
Arithmetic LOSO,5,Riemannian TS-LR,4,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.7916666666666666,0.8333333333333331,0.6716779898942915,0.2439560787614001
Arithmetic LOSO,5,OOF recording-level stacking,4,2,2,0.75,0.75,0.5,1.0,1.0,0.6666666666666666,0.75,0.7916666666666666,0.8333333333333331,0.5611009278161461,0.2008390258759794
Arithmetic LOSO,6,Always fused,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.5,0.4166666666666666,0.5833333333333331,0.6625040749080394,0.234966505535455
Arithmetic LOSO,6,Always neural,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,1.9639335522399153,0.4801606857020198
Arithmetic LOSO,6,CB-SF,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.678037068019798,0.2438634719149736
Arithmetic LOSO,6,DASF,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,1.9639335522399248,0.4801606857020202
Arithmetic LOSO,6,EEG-Conformer,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.7500087412850085,0.2785771381589038
Arithmetic LOSO,6,EEGNet,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.5,0.4166666666666666,0.5833333333333331,0.671637898801395,0.2379764772672343
Arithmetic LOSO,6,Equal blend (50%),4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.7735581777521773,0.2885592092332348
Arithmetic LOSO,6,Extra Trees,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,0.4166666666666666,0.5833333333333331,0.7900782617277247,0.2911528281707507
Arithmetic LOSO,6,Fixed blend (10%),4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,1.2334638281761232,0.4152218026364098
Arithmetic LOSO,6,Fixed blend (25%),4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.968905136484367,0.3566827009502993
Arithmetic LOSO,6,Random forest,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,0.4166666666666666,0.5833333333333331,0.88527482666176,0.3198727987784912
Arithmetic LOSO,6,Riemannian MDM,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.75,0.7916666666666666,0.8333333333333331,0.7592668219243146,0.2807468100221845
Arithmetic LOSO,6,Riemannian TS-LR,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,1.3760263616949069,0.4362603762153287
Arithmetic LOSO,6,OOF recording-level stacking,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.8206718865892022,0.3116382626251844
Arithmetic LOSO,7,Always fused,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.6158368300709299,0.2149348771866833
Arithmetic LOSO,7,Always neural,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,1.659335420220906,0.4630292255294544
Arithmetic LOSO,7,CB-SF,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,1.272501235704267,0.4216600520213523
Arithmetic LOSO,7,DASF,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,1.659335420220908,0.4630292255294545
Arithmetic LOSO,7,EEG-Conformer,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.25,0.3333333333333333,0.5,2.3146403800503608,0.489537301217567
Arithmetic LOSO,7,EEGNet,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.7370286552012574,0.2744099969827793
Arithmetic LOSO,7,Equal blend (50%),4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.7762871711617618,0.2920157100475857
Arithmetic LOSO,7,Extra Trees,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.75,0.7916666666666666,0.8333333333333331,0.7265618528455287,0.2694587347593892
Arithmetic LOSO,7,Fixed blend (10%),4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,1.2155859303889334,0.4124198207230083
Arithmetic LOSO,7,Fixed blend (25%),4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.972816123302484,0.3588389957819153
Arithmetic LOSO,7,Random forest,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.75,0.7916666666666666,0.8333333333333331,0.5979393095783053,0.2124605709487552
Arithmetic LOSO,7,Riemannian MDM,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.6886883924450441,0.2361055567359583
Arithmetic LOSO,7,Riemannian TS-LR,4,2,2,0.25,0.25,0.0,0.5,0.0,0.0,0.5,0.4166666666666666,0.5833333333333331,1.037403269057393,0.3930700642447716
Arithmetic LOSO,7,OOF recording-level stacking,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,1.0930121931543588,0.3899269363111297
Arithmetic LOSO,8,Always fused,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.6126121080165956,0.2107752552340108
Arithmetic LOSO,8,Always neural,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.446297405833043,0.1527604588597855
Arithmetic LOSO,8,CB-SF,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.5700749553519032,0.1911784417961389
Arithmetic LOSO,8,DASF,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.4462974058330427,0.1527604588597855
Arithmetic LOSO,8,EEG-Conformer,4,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3807243031559636,0.1085706945204135
Arithmetic LOSO,8,EEGNet,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.5421841265804302,0.1768245870543847
Arithmetic LOSO,8,Equal blend (50%),4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.5463540862884064,0.1811444241490365
Arithmetic LOSO,8,Extra Trees,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,1.0,1.0,1.0,0.6673230361343943,0.2392083589838537
Arithmetic LOSO,8,Fixed blend (10%),4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.4876339621232109,0.1619200580586439
Arithmetic LOSO,8,Fixed blend (25%),4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.5131627593140757,0.1690456121728824
Arithmetic LOSO,8,Random forest,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,1.0,1.0,1.0,0.6906359800284351,0.2513511189173252
Arithmetic LOSO,8,Riemannian MDM,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.8043948973728625,0.29972939678595
Arithmetic LOSO,8,Riemannian TS-LR,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,0.7083333333333331,0.75,1.000230868844051,0.3646929086469296
Arithmetic LOSO,8,OOF recording-level stacking,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.526659547833281,0.1733489297830354
Arithmetic LOSO,9,Always fused,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.743808523891381,0.27835050390582
