outer_subject,meta_subject,feature_shift,disagreement,entropy_nn,entropy_fuse,confidence_nn,benefit
14,5,0.2209703278976588,0.2277272696278798,0.268083506274628,0.6091639700048322,0.8832188114072337,0.0
14,6,0.6420697787513285,0.2427691138786623,0.1918368112504321,0.6168003772441303,0.9228821574209358,-0.25
14,7,0.2870025084481155,0.2290252479752017,0.1084018097813598,0.5487168550873712,0.9545961447652298,0.0
14,8,0.3105529461886047,0.2387244834385254,0.0909222027245046,0.5568872254534424,0.9621362063744112,0.0
14,9,0.2278680691108141,0.1968987024078313,0.1423816219904828,0.5002868197287239,0.9374786710274862,0.0
14,10,0.2655232176223813,0.2272817523545089,0.1663284762374602,0.597559074435358,0.93408956857395,-0.25
14,11,0.3162705156126832,0.2099291295031345,0.4233075444920754,0.6596949149804191,0.7935303028318144,0.0
14,12,0.2606202499377263,0.2035396492302907,0.4699950050674943,0.6686323904186514,0.7788236247402516,-0.25
14,13,0.2903547283429133,0.2261502306432204,0.2274021549841938,0.5904155397748905,0.9026765723503072,0.25
14,15,0.3276829840882688,0.249919763895082,0.2922971508909687,0.6512616628759408,0.8672922140759979,0.0
15,1,0.4543007266771072,0.2352650498434821,0.4451230660779487,0.6794360260562828,0.7906370955258379,0.0
15,2,0.2585493121044031,0.2401318388710139,0.2528043317923014,0.6175944091177552,0.8797717140911622,0.0
15,3,0.2699984989459143,0.2161552343306101,0.1033854565953036,0.5321179428724493,0.9561105811805056,0.0
15,4,0.4682233342076478,0.2317723501857513,0.1483873973845074,0.5884988898630095,0.9376266763620646,-0.25
15,5,0.2078065863108853,0.2131701968011304,0.1281963065235745,0.5389105530713314,0.9453755300153386,-0.25
15,6,0.6374049705245017,0.2256676742473739,0.434255564509833,0.6642048414104468,0.7754438777287214,-0.25
15,7,0.2843758713644982,0.2224080852599377,0.3709113116810126,0.6463816415467821,0.8265160573388204,0.0
15,8,0.3124742916772626,0.2279680266299714,0.1095630221218971,0.5492280595432446,0.9554609009152124,0.0
15,9,0.2228712576142247,0.2069123418081667,0.1729787190749802,0.55802252017508,0.9216545512313012,-0.25
15,10,0.2503529040175866,0.2100111440687603,0.3924723587821782,0.6536156458613508,0.8059929935968344,0.0
15,11,0.3232418429064476,0.1905669675117474,0.4325161160780228,0.6534380780555489,0.7858119161710853,0.0
15,12,0.2446515597156408,0.1972990837048877,0.4619971669677588,0.6767059859043398,0.7818726195952291,-0.25
15,13,0.2984922227808884,0.2178734518810674,0.1710561575738971,0.5670978147292657,0.9250162871096148,0.0
15,14,0.4123846170059597,0.2312767886368905,0.1923411995800234,0.5811261173091647,0.917233703522052,0.0
